l0,k,iteration,mean_pearsonR,std_pearsonR
1,0.2,12,0.0110740676408776,0.259754302095297
1,0.2,13,0.0866023003081261,0.308943390871555
1,0.2,14,-0.0130335379434793,0.182376813627072
1,0.2,15,-0.0634743315964433,0.361989009510287
1,0.2,16,-0.105922907595613,0.358301406397728
1,0.2,17,-0.0229825531894485,0.300103760325124
1,0.2,18,-0.00846394596536551,0.289731186534003
1,0.2,19,-0.14480802740073,0.205331375918192
1,0.2,20,-0.0482549298162148,0.334374453348953
1,0.2,21,-0.0227188949144283,0.313459556712097
1,0.2,22,-0.0943875411127165,0.368988783274567
1,0.2,23,0.149807532174699,0.172489649091377
1,0.2,24,-0.00997639111577466,0.285587005942266
1,0.2,25,0.0844144086017836,0.341450368029153
1,0.2,26,0.00804818470596065,0.219855877290808
1,0.2,27,0.0326150513893389,0.263366124575485
1,0.2,28,0.148062002886009,0.297643437680768
1,0.2,29,0.0713562710369771,0.234516690681489
1,0.2,30,0.13005980365967,0.2466099363599
1,0.2,31,-0.026692316823593,0.4379971310928
1,0.2,32,-0.0982516711794748,0.27970316844631
1,0.2,33,-0.0859626672958374,0.241171640996273
1,0.2,34,0.00375235589270903,0.300344242362963
1,0.2,35,0.110550011599141,0.343183039010561
1,0.2,36,0.00624123446212174,0.221520848276615
1,0.2,37,-0.036328613361548,0.280618091538522
1,0.2,38,-0.111167115238799,0.249380181567824
1,0.2,39,0.0976406337574529,0.208886617239847
1,0.2,40,0.0472936493928825,0.266387649422667
1,0.2,41,0.037103514022725,0.26303596121999
1,0.2,42,0.0898237815553522,0.201068842301697
1,0.2,43,-0.0192845338377667,0.225898855406937
1,0.2,44,-0.120763464670696,0.252356536490145
1,0.2,45,0.229989403010399,0.244569150796986
1,0.2,46,-0.0527367280838374,0.196726938920108
1,0.2,47,-0.0323062563578563,0.373052438202983
1,0.2,48,0.101742882160539,0.196867089712175
1,0.2,49,-0.0154706465086416,0.19938537198814
1,0.2,50,0.0538490848999601,0.244437493037955
1,0.4,1,-0.0540890401144717,0.294587809436762
1,0.4,2,-0.0855405976668659,0.255792386396527
1,0.4,3,-0.0431620370944128,0.282709289587817
1,0.4,4,-0.030303091933255,0.398120064884184
1,0.4,5,-0.024974435312141,0.254039629273383
1,0.4,6,0.0408509909074624,0.272861944631079
1,0.4,7,-0.0520234541097475,0.298891278979328
1,0.4,8,0.0651387597707655,0.190612280443754
1,0.4,9,0.00138238741284317,0.348438861115366
1,0.4,10,0.00343344394048881,0.216540953819364
1,0.4,11,0.0376270911341883,0.345728524875499
1,0.4,12,0.0185628358831908,0.283377914897686
1,0.4,13,0.0992662478446053,0.0822079264461427
1,0.4,14,-0.000471598230846559,0.182835259051645
1,0.4,15,-0.109445254124408,0.189513247061514
1,0.4,16,0.000650757935553277,0.323074070021369
1,0.4,17,-0.108190239657975,0.198799502552996
1,0.4,18,-0.0601349580782569,0.302795118337909
1,0.4,19,-0.0512935792406597,0.283372069348882
1,0.4,20,0.0108985754276102,0.265441991236745
1,0.4,21,-0.0124334403483605,0.188774852742441
1,0.4,22,0.0925349042537197,0.18630228216824
1,0.4,23,0.0343305750570532,0.236617503027904
1,0.4,24,-0.0638026043852246,0.217833679597457
1,0.4,25,-0.134947688694482,0.294598596736531
1,0.4,26,-0.0234405938410759,0.336128432903269
1,0.4,27,-0.03038880535086,0.274992501945768
1,0.4,28,0.0101365233951363,0.26480777270168
1,0.4,29,0.0528729616968025,0.211418255022803
1,0.4,30,0.0653966207007636,0.213862840312358
1,0.4,31,-0.00914829457011743,0.244269416090096
1,0.4,32,-0.00323150706292665,0.135531895290553
1,0.4,33,0.0100340030644634,0.243609389234969
1,0.4,34,0.0405045071814288,0.288227216955537
1,0.4,35,0.127978031594955,0.18883778510794
1,0.4,36,-0.0546572629445259,0.267056441970006
1,0.4,37,0.00365642312624902,0.209165023221748
1,0.4,38,0.147420405769632,0.153820305565005
1,0.4,39,-0.0172771622569977,0.306396102827084
1,0.4,40,0.0909315835662181,0.303327223167633
1,0.4,41,-0.0417923335481381,0.336466149291257
1,0.4,42,0.0887883407526329,0.179234578432293
1,0.4,43,0.0208590018591027,0.21948343307683
1,0.4,44,-0.0954735920660062,0.390210484138508
1,0.4,45,-0.0264258275802903,0.187291340674296
1,0.4,46,0.0330164031536899,0.213985689390671
1,0.4,47,-0.0946989710886311,0.22515320977343
1,0.4,48,0.119237621960238,0.24576080344895
1,0.4,49,0.0306063619001877,0.326039529353272
1,0.4,50,-0.00912901145648466,0.315434754909942
1,0.6,1,-0.00667624361078612,0.444480181027014
1,0.6,2,-0.0277597899284255,0.434417236044013
1,0.6,3,-0.0843045840690555,0.421455293008474
1,0.6,4,-0.0520721864572301,0.276652147217733
1,0.6,5,-0.00696364989940733,0.275152104694357
1,0.6,6,-0.132277430816032,0.400448095354535
1,0.6,7,-0.138068534588003,0.297981783890205
1,0.6,8,-0.0198205043581255,0.328479879504069
1,0.6,9,-0.107011182060012,0.263587996776872
1,0.6,10,0.0265197255132611,0.158817829467202
1,0.6,11,-0.0888405412730534,0.257288894326328
1,0.6,12,-0.000545394059573517,0.327145826846744
1,0.6,13,-0.0784357966732959,0.196749202589254
1,0.6,14,-0.0428508887423768,0.202948667542424
1,0.6,15,-0.0114012392672912,0.433565990296891
1,0.6,16,0.104513210667661,0.228741474530886
1,0.6,17,-0.0234521894961423,0.22652104274294
1,0.6,18,0.202467404574698,0.162366765369851
1,0.6,19,0.0491717127723286,0.251073196867112
1,0.6,20,0.0710633537932088,0.290619694509152
1,0.6,21,-0.0233722556739366,0.266292036588927
1,0.6,22,0.0205793551839423,0.346293923423538
1,0.6,23,0.114015755674894,0.279498259566156
1,0.6,24,-0.00148713392627441,0.339151934540999
1,0.6,25,0.0647389813958497,0.246080359163904
1,0.6,26,0.0174888715532555,0.221461167271782
1,0.6,27,-0.0750763603439443,0.404778692833113
1,0.6,28,-0.16840086482779,0.24346590588082
1,0.6,29,-0.0653742983448511,0.259694869767522
1,0.6,30,0.0629845751233418,0.251943096398518
1,0.6,31,-0.0043272128883405,0.247290762225631
1,0.6,32,-0.134131968018028,0.397301613161827
1,0.6,33,0.055660801375288,0.266054934764437
1,0.6,34,0.0998641786176354,0.169554666601096
1,0.6,35,-0.129866677343788,0.234810095428024
1,0.6,36,0.0735026529886668,0.374517061744561
1,0.6,37,-0.0855146573690381,0.29491462448909
1,0.6,38,-0.0479321953027511,0.256968662675583
1,0.6,39,-0.0135430662432034,0.285807392727915
1,0.6,40,0.0553192458963557,0.289934565172656
1,0.6,41,0.176816427794577,0.225654927988763
1,0.6,42,-0.0334187259181064,0.43981245067644
1,0.6,43,0.187497793880352,0.18820016379755
1,0.6,44,-0.063668416876369,0.218720093708599
1,0.6,45,-0.00877041755891558,0.289183641056386
1,0.6,46,0.0636194258279157,0.284109977432295
1,0.6,47,-0.0104289753139115,0.254260311152392
1,0.6,48,-0.00729930130238026,0.215704629356265
1,0.6,49,0.138364203257537,0.199583931809707
1,0.6,50,0.00644206230483368,0.25082307654202
1,0.8,1,0.00860503077669779,0.291695619181626
1,0.8,2,-0.00450206255784205,0.294297940683942
1,0.8,3,-0.0397426909235357,0.256937662763174
1,0.8,4,0.0953085790757435,0.314345213059751
1,0.8,5,0.13554408915805,0.255285730396664
1,0.8,6,-0.00690678514914331,0.234154126769018
1,0.8,7,0.0122765365049921,0.227333510983985
1,0.8,8,0.124952415877943,0.238640451197044
1,0.8,9,-0.0696048795468844,0.291913469010847
1,0.8,10,0.0693022970933441,0.282987645954965
1,0.8,11,0.0971517014987427,0.263731761180527
1,0.8,12,0.176381085499253,0.214101457704773
1,0.8,13,0.0118378362976672,0.238277948521657
1,0.8,14,-0.0942521573283817,0.306142954109002
1,0.8,15,-0.0170834141733583,0.211494378787264
1,0.8,16,-0.0500592902550539,0.232114951296028
1,0.8,17,0.00647266238051242,0.364122353217477
1,0.8,18,-0.0940247991700937,0.28549551907912
1,0.8,19,-0.130515650213767,0.338998353898074
1,0.8,20,0.192085725717601,0.196421782701458
1,0.8,21,-0.0431255337340996,0.242771570497068
1,0.8,22,0.0613401003905376,0.211782472706446
1,0.8,23,0.135924762237169,0.193005410167598
1,0.8,24,-0.0785421930598781,0.215309874210907
1,0.8,25,0.227903267679505,0.219555005853478
1,0.8,26,-0.042804256944424,0.304823443213091
1,0.8,27,0.0617497338180334,0.276694986696928
1,0.8,28,0.141299268641187,0.256947398366854
1,0.8,29,-0.00799100752126314,0.221050048334317
1,0.8,30,-0.000787468914964423,0.228401259528178
1,0.8,31,-0.00607416690974468,0.276451011997098
1,0.8,32,0.115249234326398,0.234023485305581
1,0.8,33,-0.0173321774923091,0.196828639484598
1,0.8,34,0.034746088631689,0.301429080566231
1,0.8,35,0.0449172039223537,0.386440302756131
1,0.8,36,-0.0263484009412027,0.246138489320379
1,0.8,37,-0.0449041197438247,0.29927239718127
1,0.8,38,0.0365109061665662,0.208249774015998
1,0.8,39,-0.0154755230069998,0.309439992325454
1,0.8,40,-0.0631496111357567,0.21359758122656
1,0.8,41,0.0939190173597921,0.289282793219048
1,0.8,42,0.184345773960396,0.268991148564465
1,0.8,43,-0.0268905536059535,0.343471006651208
1,0.8,44,0.101441335566912,0.332596593836024
1,0.8,45,0.0916808772570463,0.242585117017803
1,0.8,46,0.0412943891842008,0.244689167949915
1,0.8,47,0.0250326826478568,0.276076310950438
1,0.8,48,-0.0941334896044617,0.222750998160633
1,0.8,49,-0.0736843305992312,0.195039884560836
1,0.8,50,0.0286102759916341,0.257389087098856
1,1,1,-0.0903380470567938,0.288786418189458
1,1,2,-0.0368981603805511,0.140600778580494
1,1,3,0.0815026653758017,0.41413646048539
1,1,4,-0.112612636371966,0.207625450439101
1,1,5,-0.0941989983403272,0.311693104570062
1,1,6,-0.0655828000970956,0.377721520100383
1,1,7,-0.00395308702657154,0.456114140637401
1,1,8,0.0285457938868742,0.325179460836788
1,1,9,0.0213839707743716,0.282112191968738
1,1,10,-0.00882257177556008,0.248942741392743
1,1,11,-0.00700333945356997,0.188130852450168
1,1,12,0.112999168144894,0.184772554212801
1,1,13,-0.127128555605161,0.329957200025174
1,1,14,-0.0273038102615963,0.215779394107578
1,1,15,0.0818978212903274,0.178434075444423
1,1,16,0.0419597190623185,0.320574535749219
1,1,17,0.239717549918022,0.287706688848754
1,1,18,-0.0449124909058906,0.148342717743996
1,1,19,0.144391490091285,0.264071199153818
1,1,20,0.123475969257885,0.184262967710379
1,1,21,-0.0229994133261217,0.238400768754783
1,1,22,-0.0715125441956037,0.262433381556532
1,1,23,-0.010608119891429,0.290462192458782
1,1,24,-0.0128749983932458,0.224994713493584
1,1,25,0.0310965864389535,0.198067228202154
1,1,26,0.0243931344109238,0.257969585611491
1,1,27,0.0165613013426746,0.187711556321441
1,1,28,-0.162770863548801,0.248698178843656
1,1,29,0.00476660479957567,0.351504351286521
1,1,30,-0.0535542119950235,0.286707748411133
1,1,31,-0.0548671361168769,0.102568721828404
1,1,32,0.0599069082868668,0.160608641814174
1,1,33,0.0835934887204141,0.154317644446251
1,1,34,-0.0487197523232516,0.268996504190844
1,1,35,0.181554381959712,0.240488010870821
1,1,36,0.00286891808747691,0.246080539820949
1,1,37,-0.0717345777359075,0.231060962747288
1,1,38,-0.0127523455025017,0.123527141986308
1,1,39,0.0432937549858665,0.276818375163926
1,1,40,-0.105776955687351,0.22351977348788
1,1,41,0.0550924367329701,0.328446943736997
1,1,42,0.0974939405434883,0.224695570447562
1,1,43,0.0238147931641429,0.190045399930312
1,1,44,0.0350897004259271,0.24756102980042
1,1,45,-0.0189901088249663,0.320929039110067
1,1,46,-0.0420414511114789,0.210424702629036
1,1,47,0.0995053292839573,0.242136059296656
1,1,48,0.0243643408313307,0.179130425637634
1,1,49,0.0404654030033797,0.339019745982171
1,1,50,0.0101701420041896,0.278478695668889
1,1.2,1,0.0898377010883619,0.232173410970798
1,1.2,2,-0.0595658684525581,0.31651288852141
1,1.2,3,0.0391876492967789,0.207161462171321
1,1.2,4,0.0131846506296746,0.242237764416143
1,1.2,5,-0.076628015741444,0.231221930685966
1,1.2,6,-0.0133966738581357,0.179176557071228
1,1.2,7,0.075734441228899,0.244561363734055
1,1.2,8,-0.0786452343154644,0.224910684068368
1,1.2,9,0.0114845451960958,0.224661612042787
1,1.2,10,0.0139279741278471,0.21956404283522
1,1.2,11,0.152833547528365,0.285691567350509
1,1.2,12,-0.00349698953826002,0.297168275395034
1,1.2,13,0.0345580479604135,0.222890540762886
1,1.2,14,-0.0158212329275946,0.283563492583914
1,1.2,15,-0.0636059039241218,0.428283115148264
1,1.2,16,0.0152265548527758,0.465757857843976
1,1.2,17,0.0197279297874333,0.329297163610915
1,1.2,18,0.0503876090874695,0.226774798473534
1,1.2,19,0.0689723622692678,0.324804359923082
1,1.2,20,0.0430370708266928,0.239321210878977
1,1.2,21,0.0226169916654224,0.349648657636271
1,1.2,22,0.144326518562141,0.265413742449602
1,1.2,23,0.00508626655755555,0.158788443113941
1,1.2,24,0.167423805554761,0.167441468707777
1,1.2,25,0.14819342644071,0.342555961543075
1,1.2,26,-0.118485489593771,0.22210834253205
1,1.2,27,0.0459895783414714,0.202112376730932
1,1.2,28,0.132635318610101,0.386896525610135
1,1.2,29,0.000355793005986338,0.240142889553333
1,1.2,30,-0.02289230190685,0.228650712006306
1,1.2,31,-0.127933619601568,0.135206495321284
1,1.2,32,-0.021761496747671,0.272366412807409
1,1.2,33,-0.0360985821077958,0.188985509405033
1,1.2,34,0.0823377023781017,0.271289324810854
1,1.2,35,0.0569469848361479,0.146983960787748
1,1.2,36,0.133889501726704,0.200973258151886
1,1.2,37,-0.087455464703948,0.263185923131318
1,1.2,38,-0.0454418653892713,0.254802421030514
1,1.2,39,-0.0466693515456423,0.318713022995449
1,1.2,40,0.171064471573001,0.278969935253826
1,1.2,41,0.135456791060568,0.161707075363504
1,1.2,42,0.106462226614249,0.208131286936565
1,1.2,43,0.0355682176171465,0.337536968454659
1,1.2,44,0.184306670646518,0.311446517122728
1,1.2,45,0.181081831429918,0.22942013917076
1,1.2,46,-0.00323089238569965,0.245697717193599
1,1.2,47,-0.0218083992180384,0.209361364260755
1,1.2,48,-0.0551807780134379,0.230431591805171
1,1.2,49,0.0326272178835162,0.281019953788609
1,1.2,50,-0.0961940195454355,0.214480556661204
1,1.4,1,0.055872655694044,0.30994310612354
1,1.4,2,0.0413913529482424,0.255789831758231
1,1.4,3,0.194742423299096,0.274000627011523
1,1.4,4,-0.0174661675599071,0.25142300325018
1,1.4,5,0.0364564380854334,0.30859160504537
1,1.4,6,0.0250013014509981,0.210804841645987
1,1.4,7,-0.0299321707207873,0.208968092731792
1,1.4,8,-0.081350938932609,0.302978768297612
1,1.4,9,0.0810392276085807,0.258986157758364
1,1.4,10,-0.034173984657011,0.23309681715615
1,1.4,11,0.0117696086173711,0.268573653445327
1,1.4,12,0.153827262630774,0.203296107863508
1,1.4,13,0.072040333357533,0.273749704346787
1,1.4,14,0.143346288809811,0.240307121529039
1,1.4,15,-0.063652770503432,0.258413104210941
1,1.4,16,0.228814338304733,0.206425977123816
1,1.4,17,-0.0858351170579646,0.257928629596021
1,1.4,18,-0.0774314702611383,0.254019503906149
1,1.4,19,-0.0190534278502754,0.185658572447613
1,1.4,20,-0.0256277743457357,0.202599897725143
1,1.4,21,-0.0795899390847548,0.398029703416243
1,1.4,22,0.0336747712136798,0.322885379535575
1,1.4,23,0.101689624382949,0.228050918697808
1,1.4,24,0.150359428623043,0.213270531601803
1,1.4,25,0.034776354787937,0.296812049905101
1,1.4,26,0.0259353307452238,0.312746909216475
1,1.4,27,0.0627142879696408,0.271182208509457
1,1.4,28,0.0789128261530505,0.210915266714455
1,1.4,29,0.0325710704190179,0.243555462092816
1,1.4,30,-0.0372814239599505,0.2744229606706
1,1.4,31,-0.104363520862017,0.251269551771349
1,1.4,32,0.0342659643457174,0.216477020502476
1,1.4,33,0.0128197425633703,0.32039990893338
1,1.4,34,-0.0604963771186149,0.264596248247936
1,1.4,35,0.0462762873774665,0.309400180593876
1,1.4,36,0.00768224245760058,0.310649343896751
1,1.4,37,-0.0487429784117873,0.227641528560289
1,1.4,38,0.206931054841522,0.381861531590725
1,1.4,39,0.0194424136270392,0.253510440653449
1,1.4,40,0.0379648671370343,0.285788070398361
1,1.4,41,0.0674446891492765,0.197381343264169
1,1.4,42,-0.0914220475922823,0.247742115389258
1,1.4,43,0.198001337543647,0.288277751181352
1,1.4,44,0.0267393845975471,0.35751379112856
1,1.4,45,0.140775289143664,0.308372937982173
1,1.4,46,0.0553166436708524,0.273986234764291
1,1.4,47,0.125333042150663,0.253721364909484
1,1.4,48,-0.0711271768840082,0.259370181113509
1,1.4,49,-0.0974822743389447,0.236215975387051
1,1.4,50,-0.0437354457040018,0.277662912722664
1,1.6,1,0.228014377203939,0.25063116067985
1,1.6,2,-0.0219861546602027,0.143255419750073
1,1.6,3,0.0310555019909888,0.211068349604134
1,1.6,4,0.128136592609444,0.111823553058531
1,1.6,5,0.0604895395806632,0.291343555886484
1,1.6,6,0.104169265340395,0.274509963143347
1,1.6,7,0.065274176106433,0.287894663918825
1,1.6,8,0.207573861373896,0.202026221822142
1,1.6,9,-0.0695035753197027,0.222439249200521
1,1.6,10,-0.0366763932228974,0.365124757199196
1,1.6,11,0.153747685540669,0.263877017546
1,1.6,12,0.106565711194971,0.332885641056999
1,1.6,13,0.185845688531409,0.22038203397654
1,1.6,14,-0.0816880237647462,0.428971106535027
1,1.6,15,0.133695520802713,0.284249197832727
1,1.6,16,-0.0223000900006124,0.315052318323987
1,1.6,17,0.138509352842121,0.194839621574679
1,1.6,18,-0.0785250435124505,0.33462679331014
1,1.6,19,-0.133495476941255,0.208122117793219
1,1.6,20,0.0244339535904864,0.22933596328085
1,1.6,21,0.238739499524095,0.186561472351293
1,1.6,22,-0.0452504890685134,0.327453794299116
1,1.6,23,-0.0773666341393338,0.119925003522459
1,1.6,24,-0.0396540878334257,0.151905517054824
1,1.6,25,0.250998320325169,0.108111180876652
1,1.6,26,-0.0580291756804058,0.1864957977507
1,1.6,27,-0.0395681046367429,0.251022621291896
1,1.6,28,0.172744816698495,0.269723532772706
1,1.6,29,0.165357281483996,0.253759989969739
1,1.6,30,-0.050023567288925,0.111817460360085
1,1.6,31,0.0885702452184107,0.298578191117683
1,1.6,32,-0.0596852241521338,0.30904828914939
1,1.6,33,0.050540246910327,0.285148938443514
1,1.6,34,0.122366490652351,0.343869556654172
1,1.6,35,0.128469533537643,0.335266206425248
1,1.6,36,-0.0289811686825384,0.225580617897163
1,1.6,37,0.0532785989902403,0.203338310709143
1,1.6,38,0.038738195810452,0.278691678868848
1,1.6,39,-0.0369097790065093,0.289890343685873
1,1.6,40,-0.00823223509239532,0.376597773922412
1,1.6,41,0.200559762132233,0.267038100287025
1,1.6,42,0.0151049024589226,0.287062137252077
1,1.6,43,-0.0496574222159277,0.216516626108035
1,1.6,44,0.0848013403245836,0.204620598531443
1,1.6,45,0.165558204652205,0.132897344112723
1,1.6,46,-0.0032699204627245,0.277138998960451
1,1.6,47,0.0304828134729171,0.152066667125968
1,1.6,48,0.125969033525862,0.294312772426887
1,1.6,49,0.023657509726874,0.297277451949539
1,1.6,50,0.161258420599833,0.307964056439667
1,1.8,1,0.0398723725049564,0.278406318672517
1,1.8,2,-0.0316898081749408,0.261717574609459
1,1.8,3,0.243554854129557,0.198060389071121
1,1.8,4,-0.0610941666254639,0.242490338036059
1,1.8,5,-0.0539322056441072,0.266442563174194
1,1.8,6,-0.0125994720254677,0.246774422118054
1,1.8,7,0.0757608740584267,0.181960837630117
1,1.8,8,-0.0691613764356597,0.24147152457788
1,1.8,9,0.116285462469777,0.220991435764304
1,1.8,10,-0.00927723356348981,0.103846168077404
1,1.8,11,0.0152209627205694,0.185012141960609
1,1.8,12,-0.0230178935195358,0.273704125286325
1,1.8,13,0.0353985079823001,0.297036885028659
1,1.8,14,0.0250679060775452,0.413777804890627
1,1.8,15,0.00806299724601876,0.301344462241709
1,1.8,16,0.0934504803643433,0.238117431221506
1,1.8,17,-0.0126153367754265,0.160321528999938
1,1.8,18,-0.0806923537361906,0.26807471672404
1,1.8,19,0.014328639841362,0.229996718793466
1,1.8,20,-0.0137834227602537,0.306059723670204
1,1.8,21,0.289745474202988,0.103676947081909
1,1.8,22,-0.0192514495124131,0.41493157123919
1,1.8,23,-0.0922523110521616,0.335477129286054
1,1.8,24,0.0956566120690216,0.222099721129763
1,1.8,25,-0.0744938780069447,0.21292687727132
1,1.8,26,-0.0350465520912079,0.214909678281235
1,1.8,27,0.120742820933098,0.272985597545284
1,1.8,28,0.0431235921591418,0.295038140785093
1,1.8,29,0.11562241643729,0.232817038136686
1,1.8,30,0.0244621781331595,0.323449354718046
1,1.8,31,-0.120998645447243,0.352172028306151
1,1.8,32,0.0684952280418051,0.200912164213259
1,1.8,33,-0.0278402371891377,0.309745628076313
1,1.8,34,0.0729646495917354,0.244976750188915
1,1.8,35,0.112352737293048,0.288147178577009
1,1.8,36,-0.0419250707084653,0.227409355376393
1,1.8,37,-0.0801484652372772,0.238000958069132
1,1.8,38,-0.0501430577165825,0.22270428377634
1,1.8,39,0.00174423863781089,0.247280456862758
1,1.8,40,-0.00346123392796613,0.280807786278222
1,1.8,41,0.0234839831043942,0.286120607066832
1,1.8,42,-0.015118949711932,0.36271723516938
1,1.8,43,-0.0126855892499715,0.247934350677048
1,1.8,44,0.186732713225106,0.311176018238763
1,1.8,45,0.0177217846524808,0.31541232672532
1,1.8,46,0.10431723388962,0.210440350578716
1,1.8,47,-0.00987546205376068,0.206003546659554
1,1.8,48,0.0899928085856983,0.175196546020273
1,1.8,49,0.0960602558070669,0.289431414532745
1,1.8,50,0.0371784823757429,0.27733600335926
1,2,1,0.0335712631067966,0.167343274793908
1,2,2,0.0531281729217138,0.264672193067683
1,2,3,-0.0283989158976752,0.202595476764203
1,2,4,0.014530759240164,0.217245828655061
1,2,5,0.04806347039142,0.236418493403133
1,2,6,-0.0761080661531088,0.342788296143197
1,2,7,0.0850800062527339,0.295947155313436
1,2,8,0.0364983027594456,0.206317725687382
1,2,9,0.115521684888271,0.217907418032862
1,2,10,-0.102416487385472,0.29372079753487
1,2,11,0.117651068255154,0.236498783192265
1,2,12,0.0412907724699971,0.246880499583467
1,2,13,0.11421791694078,0.236522802731478
1,2,14,0.159018475865538,0.322645949525378
1,2,15,-0.0343018362963404,0.298756040937776
1,2,16,0.0591618941604616,0.286262081195514
1,2,17,0.190041939634684,0.326947232453831
1,2,18,-0.0960877490999909,0.33925649502366
1,2,19,-0.00977201135136475,0.298025684628572
1,2,20,-0.0589154764813439,0.247698265041289
1,2,21,-0.127723367847388,0.409615363853142
1,2,22,-0.034282845391243,0.278428084594845
1,2,23,0.163649157704542,0.265312085127454
1,2,24,-0.0686777781589745,0.218073194570736
1,2,25,0.155442828059156,0.196642445561973
1,2,26,0.0976702386477035,0.15989485605368
1,2,27,0.0644012389775814,0.262972242140279
1,2,28,-0.123998578504693,0.387780661451112
1,2,29,0.216878899679881,0.233112647217074
1,2,30,0.0605312835110395,0.245901872111401
1,2,31,0.000896094397809226,0.291868381910084
1,2,32,-0.0929147126744204,0.337807172145565
1,2,33,-0.0760708491497064,0.214449762173594
1,2,34,0.011511970704149,0.277798764602259
1,2,35,0.177726339982907,0.219157098223424
1,2,36,0.0337115594640537,0.296758827077383
1,2,37,0.038044329427214,0.322947826775278
1,2,38,-0.0116992056585259,0.2512364819253
1,2,39,0.0872067378416103,0.211047295591288
1,2,40,-0.0846741244803534,0.275667833004303
1,2,41,0.264546583027492,0.299363621634288
1,2,42,-0.0660321074181421,0.274481135385736
1,2,43,0.046301761358502,0.300325473389551
1,2,44,0.255559365174998,0.248883239211273
1,2,45,0.0176050281272667,0.218925530927488
1,2,46,0.164486927337441,0.172018118529787
1,2,47,0.0760222924642437,0.242056459407225
1,2,48,-0.125110471554871,0.346897839397331
1,2,49,0.0156337303759363,0.142406302558198
1,2,50,0.0559146818425828,0.309306899551488
1,2.2,1,-0.0747235805554435,0.268027426896418
1,2.2,2,0.131720382440683,0.211403974854553
1,2.2,3,0.0974864154520545,0.162225925712098
1,2.2,4,-0.0394590532495078,0.202899620221233
1,2.2,5,-0.00512496705968603,0.210870834165439
1,2.2,6,-5.02588744658139e-05,0.244912783494883
1,2.2,7,0.0302103500915348,0.255199444617791
1,2.2,8,0.127195411517654,0.158041477682076
1,2.2,9,0.0758543264160923,0.258186542493152
1,2.2,10,0.145455258878359,0.186349599247596
1,2.2,11,0.0429948833607982,0.250108867127787
1,2.2,12,0.0972938882689508,0.243982869036435
1,2.2,13,0.0608988564378132,0.174403531914429
1,2.2,14,-0.0597097635726972,0.205112695150421
1,2.2,15,-0.0628362179440294,0.29977311154562
1,2.2,16,-0.0492774405765894,0.202510739378208
