AlphaScale,Alpha,Kct,Avg_KE
3.4,11.3333333333333,10.7,0.0187408628455315
3.4,11.3333333333333,10.8,0.0185101030699495
3.4,11.3333333333333,10.9,0.018293014176943
3.4,11.3333333333333,11,0.018089327933257
3.4,11.3333333333333,11.1,0.017898788826469
3.4,11.3333333333333,11.2,0.0177211536338678
3.4,11.3333333333333,11.3,0.0175561910144082
3.4,11.3333333333333,11.4,0.0174036811226801
3.4,11.3333333333333,11.5,0.0172634152438834
3.4,11.3333333333333,11.6,0.017135195448886
3.4,11.3333333333333,11.7,0.0170188342685008
3.4,11.3333333333333,11.8,0.0169141543861667
3.4,11.3333333333333,11.9,0.0168209883482945
3.4,11.3333333333333,12,0.0167391782915797
3.4,11.3333333333333,12.1,0.0166685756866477
3.4,11.3333333333333,12.2,0.0166090410974383
3.4,11.3333333333333,12.3,0.0165604439557976
3.4,11.3333333333333,12.4,0.0165226623507716
3.4,11.3333333333333,12.5,0.0164955828321874
3.4,11.3333333333333,12.6,0.016479100228092
3.4,11.3333333333333,12.7,0.01647311747572
3.4,11.3333333333333,12.8,0.0164775454656846
3.4,11.3333333333333,12.9,0.0164923028991037
3.4,11.3333333333333,13,0.0165173161574939
3.4,11.3333333333333,13.1,0.0165525191852134
3.4,11.3333333333333,13.2,0.0165978533843709
3.4,11.3333333333333,13.3,0.0166532675221007
3.4,11.3333333333333,13.4,0.0167187176502022
3.4,11.3333333333333,13.5,0.0167941670371438
3.4,11.3333333333333,13.6,0.0168795861125461
3.4,11.3333333333333,13.7,0.0169749524242545
3.4,11.3333333333333,13.8,0.0170802506082182
3.4,11.3333333333333,13.9,0.0171954723714362
3.4,11.3333333333333,14,0.0173206164882936
3.4,11.3333333333333,14.1,0.0174556888107154
3.4,11.3333333333333,14.2,0.0176007022926086
3.4,11.3333333333333,14.3,0.0177556770291839
3.4,11.3333333333333,14.4,0.0179206403118125
3.4,11.3333333333333,14.5,0.0180956266992411
3.4,11.3333333333333,14.6,0.018280678105988
3.4,11.3333333333333,14.7,0.0184758439090535
3.4,11.3333333333333,14.8,0.0186811810740041
3.4,11.3333333333333,14.9,0.0188967543018681
3.4,11.3333333333333,15,0.0191226361983083
3.4,11.3333333333333,15.1,0.0193589074667827
3.4,11.3333333333333,15.2,0.0196056571277078
3.4,11.3333333333333,15.3,0.0198629827657803
3.4,11.3333333333333,15.4,0.0201309908080062
3.4,11.3333333333333,15.5,0.0204097968352902
3.4,11.3333333333333,15.6,0.0206995259308154
3.4,11.3333333333333,15.7,0.0210003130689147
3.4,11.3333333333333,15.8,0.0213123035486351
3.4,11.3333333333333,15.9,0.0216356534767533
3.4,11.3333333333333,16,0.0219705303058051
3.4,11.3333333333333,16.1,0.0223171134332959
3.4,11.3333333333333,16.2,0.0226755948693886
3.4,11.3333333333333,16.3,0.0230461799812994
3.4,11.3333333333333,16.4,0.0234290883240174
3.4,11.3333333333333,16.5,0.0238245545683782
3.4,11.3333333333333,16.6,0.0242328295393693
3.4,11.3333333333333,16.7,0.024654181379641
3.4,11.3333333333333,16.8,0.0250888968556875
3.4,11.3333333333333,16.9,0.0255372828272222
3.4,11.3333333333333,17,0.0259996679038851
3.4,11.3333333333333,17.1,0.0264764043177903
3.4,11.3333333333333,17.2,0.0269678700457694
3.4,11.3333333333333,17.3,0.0274744712216453
3.4,11.3333333333333,17.4,0.0279966448868099
3.4,11.3333333333333,17.5,0.0285348621372263
3.4,11.3333333333333,17.6,0.0290896317370935
3.4,11.3333333333333,17.7,0.029661504284535
3.4,11.3333333333333,17.8,0.0302510770337616
3.4,11.3333333333333,17.9,0.0308589995020856
3.4,11.3333333333333,18,0.0314859800205421
3.4,11.3333333333333,18.1,0.0321327934262401
3.4,11.3333333333333,18.2,0.0328002901444564
3.4,11.3333333333333,18.3,0.0334894069744423
3.4,11.3333333333333,18.4,0.0342011799784485
3.4,11.3333333333333,18.5,0.0349367599874656
3.4,11.3333333333333,18.6,0.0356974313889945
3.4,11.3333333333333,18.7,0.0364846350676505
3.4,11.3333333333333,18.8,0.0372999966494923
3.4,11.3333333333333,18.9,0.0381453615888415
3.4,11.3333333333333,19,0.0390228391785292
3.4,11.3333333333333,19.1,0.0399348583346597
3.4,11.3333333333333,19.2,0.0408842391169533
3.4,11.3333333333333,19.3,0.0418742855714726
3.4,11.3333333333333,19.4,0.042908907907952
3.4,11.3333333333333,19.5,0.0439927857142336
3.4,11.3333333333333,19.6,0.0451315896496361
3.4,11.3333333333333,19.7,0.0463322882056208
3.4,11.3333333333333,19.8,0.0476035811031462
3.4,11.3333333333333,19.9,0.04895652620376
3.4,11.3333333333333,20,0.0504054710949576
3.6,12,10,0.020812951889592
3.6,12,10.1,0.0204755265312918
3.6,12,10.2,0.0201547679444675
3.6,12,10.3,0.0198503358118059
3.6,12,10.4,0.0195619077180158
3.6,12,10.5,0.0192891785978958
3.6,12,10.6,0.0190318602211275
3.6,12,10.7,0.0187896807123933
3.6,12,10.8,0.0185623841055296
3.6,12,10.9,0.0183497299305578
3.6,12,11,0.0181514928325514
3.6,12,11.1,0.017967462221425
3.6,12,11.2,0.0177974419518411
3.6,12,11.3,0.0176412500325459
3.6,12,11.4,0.0174987183645652
3.6,12,11.5,0.0173696925078047
3.6,12,11.6,0.0172540314757225
3.6,12,11.7,0.0171516075578437
3.6,12,11.8,0.0170623061700514
3.6,12,11.9,0.0169860257326581
3.6,12,12,0.0169226775764799
3.6,12,12.1,0.0168721858771847
3.6,12,12.2,0.016834487618435
3.6,12,12.3,0.0168095325844549
3.6,12,12.4,0.0167972833828414
3.6,12,12.5,0.0167977154986741
3.6,12,12.6,0.016810817381158
3.6,12,12.7,0.0168365905642986
3.6,12,12.8,0.0168750498234057
3.6,12,12.9,0.0169262233694786
3.6,12,13,0.0169901530839228
3.6,12,13.1,0.0170668947964283
3.6,12,13.2,0.0171565186092987
3.6,12,13.3,0.0172591092720136
3.6,12,13.4,0.0173747666104372
3.6,12,13.5,0.0175036060157652
3.6,12,13.6,0.0176457589991003
3.6,12,13.7,0.0178013738184684
3.6,12,13.8,0.017970616186217
3.6,12,13.9,0.0181536700659812
3.6,12,14,0.0183507385699483
3.6,12,14.1,0.0185620449689425
3.6,12,14.2,0.0187878338299692
3.6,12,14.3,0.0190283722984908
3.6,12,14.4,0.0192839515456482
3.6,12,14.5,0.0195548884045542
3.6,12,14.6,0.0198415272241013
3.6,12,14.7,0.0201442419743694
3.6,12,14.8,0.0204634386444803
3.6,12,14.9,0.0207995579820189
3.6,12,15,0.0211530786336596
3.6,12,15.1,0.0215245207595555
3.6,12,15.2,0.0219144502105293
3.6,12,15.3,0.0223234833778799
3.6,12,15.4,0.022752292852328
3.6,12,15.5,0.0232016140630601
3.6,12,15.6,0.0236722531127014
3.6,12,15.7,0.0241650960830176
3.6,12,15.8,0.0246811201646275
3.6,12,15.9,0.0252214070692855
3.6,12,16,0.0257871593266167
3.6,12,16.1,0.0263797202643487
3.6,12,16.2,0.0270005987463946
3.6,12,16.3,0.0276515001333174
3.6,12,16.4,0.0283343654914048
3.6,12,16.5,0.0290514219001473
3.6,12,16.6,0.0298052479383355
3.6,12,16.7,0.0305988603081722
3.6,12,16.8,0.0314358304937889
3.6,12,16.9,0.0323204450663116
3.6,12,17,0.0332579310441993
3.6,12,17.1,0.0342547810523383
3.6,12,17.2,0.0353192367213524
3.6,12,17.3,0.0364620328036632
3.6,12,17.4,0.0376975906952387
3.6,12,17.5,0.0390460296991205
3.6,12,17.6,0.0405367682465198
3.6,12,17.7,0.0422154857846719
3.6,12,17.8,0.0441590079614588
3.6,12,17.9,0.0465119099940234
3.6,12,18,0.0495977300928142
3.6,12,18.1,0.0544107590506842
3.6,12,18.2,0.0693002972547719
3.6,12,18.3,0.546700340194157
3.6,12,18.4,0.564131311133544
3.6,12,18.5,0.572998966510889
3.6,12,18.6,0.585530955546333
3.6,12,18.7,0.591090002180498
3.6,12,18.8,0.59591958270666
3.6,12,18.9,0.604930368367316
3.6,12,19,0.612675529206651
3.6,12,19.1,0.61762405115793
3.6,12,19.2,0.621355661395161
3.6,12,19.3,0.625353359164471
3.6,12,19.4,0.63014659198347
3.6,12,19.5,0.635599105722563
3.6,12,19.6,0.641346821236859
3.6,12,19.7,0.647060329426496
3.6,12,19.8,0.652532163025137
3.6,12,19.9,0.657672007787805
3.6,12,20,0.662472339662515
3.8,12.6666666666667,10,0.0208521510542766
3.8,12.6666666666667,10.1,0.0205114956381113
3.8,12.6666666666667,10.2,0.0201882303005723
3.8,12.6666666666667,10.3,0.01988205545042
3.8,12.6666666666667,10.4,0.0195926917979228
3.8,12.6666666666667,10.5,0.0193198799723108
3.8,12.6666666666667,10.6,0.019063380188297
3.8,12.6666666666667,10.7,0.0188229719613834
3.8,12.6666666666667,10.8,0.0185984538719294
3.8,12.6666666666667,10.9,0.0183896433782306
3.8,12.6666666666667,11,0.0181963766791093
3.8,12.6666666666667,11.1,0.0180185086268358
3.8,12.6666666666667,11.2,0.0178559126914989
3.8,12.6666666666667,11.3,0.0177084809783062
3.8,12.6666666666667,11.4,0.0175761242996488
3.8,12.6666666666667,11.5,0.0174587723042176
3.8,12.6666666666667,11.6,0.0173563736658924
3.8,12.6666666666667,11.7,0.017268896335675
3.8,12.6666666666667,11.8,0.0171963278605073
3.8,12.6666666666667,11.9,0.0171386757735414
3.8,12.6666666666667,12,0.0170959680611313
3.8,12.6666666666667,12.1,0.017068253712795
3.8,12.6666666666667,12.2,0.0170556033613715
3.8,12.6666666666667,12.3,0.017058110021842
3.8,12.6666666666667,12.4,0.0170758899387313
3.8,12.6666666666667,12.5,0.0171090835536127
3.8,12.6666666666667,12.6,0.0171578566063217
3.8,12.6666666666667,12.7,0.0172224013857984
3.8,12.6666666666667,12.8,0.0173029381493337
3.8,12.6666666666667,12.9,0.0173997167324439
3.8,12.6666666666667,13,0.0175130183757026
3.8,12.6666666666667,13.1,0.0176431577999923
3.8,12.6666666666667,13.2,0.0177904855677237
3.8,12.6666666666667,13.3,0.0179553907753183
3.8,12.6666666666667,13.4,0.0181383041316822
3.8,12.6666666666667,13.5,0.018339701489227
3.8,12.6666666666667,13.6,0.0185601079089943
3.8,12.6666666666667,13.7,0.0188001023602744
3.8,12.6666666666667,13.8,0.0190603231794369
3.8,12.6666666666667,13.9,0.0193414744438501
3.8,12.6666666666667,14,0.0196443334575492
3.8,12.6666666666667,14.1,0.0199697595988802
3.8,12.6666666666667,14.2,0.0203187048516777
3.8,12.6666666666667,14.3,0.0206922264374099
3.8,12.6666666666667,14.4,0.0210915020967476
3.8,12.6666666666667,14.5,0.0215178487496149
3.8,12.6666666666667,14.6,0.0219727455167123
3.8,12.6666666666667,14.7,0.0224578624471558
3.8,12.6666666666667,14.8,0.0229750968220612
3.8,12.6666666666667,14.9,0.0235266196814607
3.8,12.6666666666667,15,0.02411493639797
3.8,12.6666666666667,15.1,0.0247429669430905
3.8,12.6666666666667,15.2,0.0254141543925476
3.8,12.6666666666667,15.3,0.0261326149746979
3.8,12.6666666666667,15.4,0.0269033510405106
3.8,12.6666666666667,15.5,0.0277325625817676
3.8,12.6666666666667,15.6,0.0286281192244086
3.8,12.6666666666667,15.7,0.0296003057983188
3.8,12.6666666666667,15.8,0.0306630606000292
3.8,12.6666666666667,15.9,0.031836162457833
3.8,12.6666666666667,16,0.0331494051989193
3.8,12.6666666666667,16.1,0.0346514162464322
3.8,12.6666666666667,16.2,0.036431084093551
3.8,12.6666666666667,16.3,0.0386817908737752
3.8,12.6666666666667,16.4,0.0419799728434924
3.8,12.6666666666667,16.5,0.0508440913217333
3.8,12.6666666666667,16.6,0.807792860624
3.8,12.6666666666667,16.7,0.81201634717279
3.8,12.6666666666667,16.8,0.834113531845481
3.8,12.6666666666667,16.9,0.836480163875429
3.8,12.6666666666667,17,0.85600177559892
3.8,12.6666666666667,17.1,0.853442415115777
3.8,12.6666666666667,17.2,0.857396438376476
3.8,12.6666666666667,17.3,0.871508499489854
3.8,12.6666666666667,17.4,0.884437678860245
3.8,12.6666666666667,17.5,0.892327519774417
3.8,12.6666666666667,17.6,0.896624944074863
3.8,12.6666666666667,17.7,0.899485481247374
3.8,12.6666666666667,17.8,0.9025124619171
3.8,12.6666666666667,17.9,0.906609081886411
3.8,12.6666666666667,18,0.912066235510007
3.8,12.6666666666667,18.1,0.91875339678853
3.8,12.6666666666667,18.2,0.926329964092402
3.8,12.6666666666667,18.3,0.93440784361188
3.8,12.6666666666667,18.4,0.94264654953108
3.8,12.6666666666667,18.5,0.950794274109769
3.8,12.6666666666667,18.6,0.958694851451194
3.8,12.6666666666667,18.7,0.966276527605633
3.8,12.6666666666667,18.8,0.973533229259692
3.8,12.6666666666667,18.9,0.980504946090164
3.8,12.6666666666667,19,0.987261032457359
3.8,12.6666666666667,19.1,0.993888594458801
3.8,12.6666666666667,19.2,1.0004877952909
3.8,12.6666666666667,19.3,1.00717787838015
3.8,12.6666666666667,19.4,1.01412688639138
3.8,12.6666666666667,19.5,1.02166396875224
3.8,12.6666666666667,19.6,1.03092978752373
3.8,12.6666666666667,19.7,8.72655745105526
3.8,12.6666666666667,19.8,8.75192757603933
3.8,12.6666666666667,19.9,8.79868300690084
3.8,12.6666666666667,20,8.84690364570941
4,13.3333333333333,10,0.0208835328310246
4,13.3333333333333,10.1,0.0205386146630606
4,13.3333333333333,10.2,0.0202117906356975
4,13.3333333333333,10.3,0.0199028110372972
4,13.3333333333333,10.4,0.0196114501321549
4,13.3333333333333,10.5,0.0193375061004108
4,13.3333333333333,10.6,0.0190808010578761
4,13.3333333333333,10.7,0.0188411811590808
4,13.3333333333333,10.8,0.0186185167875663
4,13.3333333333333,10.9,0.0184127028382849
4,13.3333333333333,11,0.0182236590979041
4,13.3333333333333,11.1,0.0180513307298524
4,13.3333333333333,11.2,0.0178956888722127
4,13.3333333333333,11.3,0.017756731357925
4,13.3333333333333,11.4,0.0176344835684526
4,13.3333333333333,11.5,0.0175289994340018
4,13.3333333333333,11.6,0.0174403625956315
4,13.3333333333333,11.7,0.017368687747326
4,13.3333333333333,11.8,0.0173141221793426
4,13.3333333333333,11.9,0.0172768475480331
4,13.3333333333333,12,0.0172570819020436
4,13.3333333333333,12.1,0.0172550820005612
4,13.3333333333333,12.2,0.0172711459662818
4,13.3333333333333,12.3,0.0173056163244987
4,13.3333333333333,12.4,0.0173588834905087
4,13.3333333333333,12.5,0.0174313897810719
4,13.3333333333333,12.6,0.0175236340427995
4,13.3333333333333,12.7,0.01763617701211
4,13.3333333333333,12.8,0.0177696475494593
4,13.3333333333333,12.9,0.0179247499268621
4,13.3333333333333,13,0.018102272395402
4,13.3333333333333,13.1,0.0183030973225776
4,13.3333333333333,13.2,0.0185282132739967
4,13.3333333333333,13.3,0.0187787295290047
4,13.3333333333333,13.4,0.019055893678135
4,13.3333333333333,13.5,0.0193611131718927
4,13.3333333333333,13.6,0.0196959820051559
4,13.3333333333333,13.7,0.0200623141774249
4,13.3333333333333,13.8,0.0204621862427168
4,13.3333333333333,13.9,0.0208979922804284
4,13.3333333333333,14,0.0213725161947642
4,13.3333333333333,14.1,0.0218890287609872
4,13.3333333333333,14.2,0.0224514209649289
4,13.3333333333333,14.3,0.0230643922174902
4,13.3333333333333,14.4,0.023733724522727
4,13.3333333333333,14.5,0.0244666969666178
4,13.3333333333333,14.6,0.0252727408157587
4,13.3333333333333,14.7,0.0261645323994134
4,13.3333333333333,14.8,0.0271599429520082
4,13.3333333333333,14.9,0.0282858289538246
4,13.3333333333333,15,0.029586289633654
4,13.3333333333333,15.1,0.0311437904139765
4,13.3333333333333,15.2,0.033148542683473
4,13.3333333333333,15.3,0.0362666982859939
4,13.3333333333333,15.4,10.5516057715786
4,13.3333333333333,15.5,10.6068622432955
4,13.3333333333333,15.6,10.6627155855025
4,13.3333333333333,15.7,10.6963273728452
4,13.3333333333333,15.8,10.7676225385505
4,13.3333333333333,15.9,10.8185072055734
4,13.3333333333333,16,10.8589833231123
4,13.3333333333333,16.1,10.8971983039185
4,13.3333333333333,16.2,10.954264093036
4,13.3333333333333,16.3,11.0201947031824
4,13.3333333333333,16.4,11.0791638893349
4,13.3333333333333,16.5,11.1247255534785
4,13.3333333333333,16.6,11.1609250670872
4,13.3333333333333,16.7,11.1949851531314
4,13.3333333333333,16.8,11.2323556316796
4,13.3333333333333,16.9,11.2754278726557
4,13.3333333333333,17,11.3243988561746
4,13.3333333333333,17.1,11.3785235154209
4,13.3333333333333,17.2,11.4365427527359
4,13.3333333333333,17.3,11.4960692495264
4,13.3333333333333,17.4,11.5526418755327
4,13.3333333333333,17.5,11.5999550879562
4,13.3333333333333,17.6,11.6322519170639
4,13.3333333333333,17.7,11.6476325610857
4,13.3333333333333,17.8,11.6500937039196
4,13.3333333333333,17.9,11.6493576126037
4,13.3333333333333,18,11.6584909685827
4,13.3333333333333,18.1,11.6897081218521
4,13.3333333333333,18.2,11.7492116520885
4,13.3333333333333,18.3,11.8323614255291
4,13.3333333333333,18.4,11.9232573143313
4,13.3333333333333,18.5,12.0025268020107
4,13.3333333333333,18.6,12.0574244331511
4,13.3333333333333,18.7,12.0867891808872
4,13.3333333333333,18.8,12.1003388487211
4,13.3333333333333,18.9,12.1133726542466
4,13.3333333333333,19,12.1381835503165
4,13.3333333333333,19.1,12.1762468243589
4,13.3333333333333,19.2,12.2180976752547
4,13.3333333333333,19.3,12.2521302077044
4,13.3333333333333,19.4,12.2721822672522
4,13.3333333333333,19.5,12.2801757568344
4,13.3333333333333,19.6,12.286100470081
4,13.3333333333333,19.7,12.3025035425287
4,13.3333333333333,19.8,12.3339609470521
4,13.3333333333333,19.9,12.3718404851497
4,13.3333333333333,20,12.4028434758299
4.2,14,10,0.0209088488177881
4.2,14,10.1,0.0205585815160731
4.2,14,10.2,0.0202270684188219
4.2,14,10.3,0.0199141175230464
4.2,14,10.4,0.0196195659635534
4.2,14,10.5,0.0193432805012523
4.2,14,10.6,0.0190851581566552
4.2,14,10.7,0.0188451270011245
4.2,14,10.8,0.018623147120705
4.2,14,10.9,0.0184192117700505
4.2,14,11,0.0182333487371126
4.2,14,11.1,0.018065621943026
4.2,14,11.2,0.0179161333061722
4.2,14,11.3,0.0177850249047971
4.2,14,11.4,0.0176724814792552
4.2,14,11.5,0.0175787333230344
4.2,14,11.6,0.0175040596217483
4.2,14,11.7,0.0174487923117501
4.2,14,11.8,0.0174133205456503
4.2,14,11.9,0.0173980958717784
4.2,14,12,0.0174036382598342
4.2,14,12.1,0.0174305431375375
4.2,14,12.2,0.0174794896452909
4.2,14,12.3,0.0175512503716797
4.2,14,12.4,0.0176467029067108
4.2,14,12.5,0.0177668436498333
4.2,14,12.6,0.0179128044465966
4.2,14,12.7,0.0180858728178761
4.2,14,12.8,0.0182875168137986
4.2,14,12.9,0.0185194159100292
4.2,14,13,0.0187834999293614
4.2,14,13.1,0.0190819988189838
4.2,14,13.2,0.0194175074162895
4.2,14,13.3,0.0197930713945104
4.2,14,13.4,0.0202123039374391
4.2,14,13.5,0.0206795483717533
